id,famille,nom,energie,proteines,lipides,dontAGS,glucides,sucre,fibres,sodium,calcium,magnesium,fer,vitamineC,vitamineD,eau,allergene,vegetarien,visuel
239,Cereales petit dejeuner et barres cerealieres,barre cerealiere chocolatee,442,6.27,16.4,7.97,65.7,30.8,3.27,164,112,55.7,3.1,"< 0,5",0.62,6.22,,,crereales
240,Cereales petit dejeuner et barres cerealieres,barre cerealiere dietetique hypocalorique,353,27,12.4,0.333,33.4,11.5,4.07,46.7,285,104,6.47,25.5,2.4,9.5,,,crereales
241,Cereales petit dejeuner et barres cerealieres,"boules de maïs soufflees au miel, enrichies en vitamines et mineraux",386,5,1.63,0.359,86.7,32.8,2.02,310,253,20,7.78,0,0,3,,,crereales
242,Cereales petit dejeuner et barres cerealieres,"cereales pour petit dejeuner ""equilibre"" au chocolat, enrichies en vitamines et mineraux",401,11.8,6.47,3.94,72.1,25.6,3.42,314,65,53.8,10.8,81,0,4.16,,,crereales
243,Cereales petit dejeuner et barres cerealieres,"cereales pour petit dejeuner ""equilibre"" aux fruits, enrichies en vitamines et mineraux",383,14,2.7,1.48,73.4,23.6,4.44,489,56.8,58.3,10.6,90,0,3,,,crereales
244,Cereales petit dejeuner et barres cerealieres,"cereales pour petit dejeuner ""equilibre"" nature, enrichies en vitamines et mineraux",382,12.7,1.33,0.367,78.3,17,2.83,557,60,47.5,15.4,100,0,2.81,,,crereales
245,Cereales petit dejeuner et barres cerealieres,"cereales pour petit dejeuner chocolatees, non fourrees, enrichies en vitamines et mineraux",391,4.17,4,2.15,83.2,31,3,442,< 453,30.3,7.3,52.9,0,3.53,,,crereales
246,Cereales petit dejeuner et barres cerealieres,"cereales pour petit dejeuner fourrees au chocolat ou chocolat0noisettes, enrichies en vitamines et mineraux",439,8.43,14.3,4.99,67.2,30.1,4.04,221,153,58.8,7.2,0,0,3.6,,,crereales
247,Cereales petit dejeuner et barres cerealieres,"cereales pour petit dejeuner fourrees, fourrage autre que chocolat, enrichies en vitamines et mineraux",423,5.66,14.5,1.6,64.9,26.8,5,170,155,20,5.2,0,0,8.6,,,crereales
248,Cereales petit dejeuner et barres cerealieres,"cereales pour petit dejeuner riches en fibres, enrichies en vitamines et mineraux",362,10.5,3.7,1.64,64.2,23.4,15,636,42,132,9.64,37.5,0,3.66,,,crereales
249,Cereales petit dejeuner et barres cerealieres,"flocons d'avoine, cuits e l'eau",65.7,1.5,1.1,0.251,11.5,0.455,1.68,4,7,18,0.5,0,0,83.9,,,crereales
250,Cereales petit dejeuner et barres cerealieres,"grains de ble souffles au miel ou caramel, enrichis en vitamines et mineraux",389,6.5,2.08,0.627,84.2,43,3.91,85.3,243,41.7,7.63,0,0,2,,,crereales
251,Cereales petit dejeuner et barres cerealieres,"grains de ble souffles chocolates, enrichis en vitamines et mineraux",389,8.82,4.29,1.43,75.5,44.5,6.57,114,267,80,7.45,0,0,2.66,,,crereales
252,Cereales petit dejeuner et barres cerealieres,"muesli croustillant au chocolat, enrichi en vitamines et mineraux",453,8.5,17.4,9.4,61.6,24,7.98,214,56.4,69.8,6.1,< 51,"< 0,5",2.76,,,crereales
253,Cereales petit dejeuner et barres cerealieres,"muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et mineraux",451,7.51,17.7,8.89,61.5,29.3,7.67,226,53.6,60.9,6.32,51,"< 0,5",4.03,,,crereales
254,Cereales petit dejeuner et barres cerealieres,"muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et mineraux",374,9,5.28,1.71,69.4,24,6.5,237,60,80,5.65,0,0,7.87,,,crereales
255,Cereales petit dejeuner et barres cerealieres,"muesli floconneux aux fruits ou fruits secs, sans sucre ajoute",378,11.3,7.63,1.05,61.8,16,8.35,68.8,143,74.5,3.2,"< 0,5","< 0,5",9.18,,,crereales
256,Cereales petit dejeuner et barres cerealieres,"multi0cereales soufflees ou extrudees, enrichies en vitamines et mineraux",415,7.5,8.75,3.1,75,28.5,3.27,375,252,60,6.95,51,0,3,,,crereales
257,Cereales petit dejeuner et barres cerealieres,"petales de ble avec noix, noisettes ou amandes, enrichis en vitamines et mineraux",389,10.4,6.74,0.633,67.3,20.8,8.54,633,116,95,8.9,51,0,5,,,crereales
258,Cereales petit dejeuner et barres cerealieres,"petales de ble chocolates, enrichis en vitamines et mineraux",390,4.5,3.12,1.87,83.7,37,4.44,217,328,55,7.7,51,0,2.35,,,crereales
259,Cereales petit dejeuner et barres cerealieres,"petales de maïs glaces au sucre, enrichis en vitamines et mineraux",381,6,1.16,0.22,85.5,37.2,2.13,470,343,13.3,7.74,0,0,3.3,,,crereales
260,Cereales petit dejeuner et barres cerealieres,"petales de maïs natures, enrichis en vitamines et mineraux",378,7.5,0.764,0.135,83.7,8,2.95,449,100,19.4,4.09,34,1.2,2.98,,,crereales
261,Cereales petit dejeuner et barres cerealieres,"riz souffle au chocolat, enrichi en vitamines et mineraux",395,5.26,3.8,1.65,83.7,34.8,2.68,270,346,51,7.44,51,"< 0,5",2.78,,,crereales
262,Cereales petit dejeuner et barres cerealieres,"riz souffle nature, enrichi en vitamines et mineraux",387,6.68,1.23,0.237,86.3,8.2,1.18,450,9.75,45,6.65,0,"< 0,5",2.24,,,crereales
263,Charcuteries et salaisons,andouille,221,18.4,16.2,0,0.3,0,0,820,0,0,0,0,0,60.5,,,Charcuteries et salaisons
264,Charcuteries et salaisons,"andouille, rechauffee e la poele",270,22.5,20,9.36,0,0,0,1130,18,12.2,2.4,< 1,"< 0,5",55.5,,,Charcuteries et salaisons
265,Charcuteries et salaisons,"andouillette, poelee",276,24.5,19.3,8.66,1,"< 0,2",0,1090,35.6,9.6,2.3,< 1,"< 0,5",48.7,,,Charcuteries et salaisons
266,Charcuteries et salaisons,"bloc de foie gras de canard, appertise",511,9,52.4,21.1,0.85,0,0,493,4.35,9.02,4.48,14.7,2.75,36.1,,,Charcuteries et salaisons
267,Charcuteries et salaisons,"boudin blanc, poele",226,10.1,18.1,7.9,5.63,0,0,683,48.9,13,1.18,"< 0,5",0.605,61.4,,,Charcuteries et salaisons
268,Charcuteries et salaisons,"boudin noir, poele",261,14.8,21.6,11.5,1.8,1.29,0,749,27.2,8.5,22.8,0,0.75,53.9,,,Charcuteries et salaisons
269,Charcuteries et salaisons,cervelas,292,12,26.5,10.4,1.3,0,0,822,32.6,20.4,0.5,18.1,"< 0,5",61.1,,,Charcuteries et salaisons
270,Charcuteries et salaisons,"chipolata, cuite",338,19,25.4,9.2,8.38,0,0,855,11.8,28.1,1.27,0,0,45.8,,,Charcuteries et salaisons
271,Charcuteries et salaisons,chorizo,477,21.1,42.1,14.6,3.5,1.15,0,1730,35.8,27.5,2.8,0,"< 0,2",26.3,,,Charcuteries et salaisons
272,Charcuteries et salaisons,confit de canard,217,30.7,10.5,4.8,0,0,0,944,9.6,17.5,2.4,< 1,1.8,57.3,,,Charcuteries et salaisons
273,Charcuteries et salaisons,coppa,232,23.9,15.1,2.94,0.2,0.2,0,1500,39.3,41.5,1.1,19.1,1.27,51.9,,,Charcuteries et salaisons
274,Charcuteries et salaisons,"filet de bacon, cuit",116,23,2.3,0.887,0.7,0,0,1260,0,0,0,0,0,68.2,,,Charcuteries et salaisons
275,Charcuteries et salaisons,"foie gras de canard, appertise ou pasteurise",485,6.9,50.1,22.9,1.6,0,0,409,0,0,0,31,0,36.5,,,Charcuteries et salaisons
276,Charcuteries et salaisons,fromage de tete,168,14.7,12,4.19,0.2,"< 0,3",0,830,13.1,9,1.23,0,0.835,66.5,,,Charcuteries et salaisons
277,Charcuteries et salaisons,galantine,239,15.9,16.5,5.83,6.52,0,0.5,810,0,0,0,0,0,58.4,,,Charcuteries et salaisons
278,Charcuteries et salaisons,jambon cru,232,21.1,16.2,5.74,0.45,"< 0,9",0,2080,10.4,36.2,0.969,13,"< 0,6",51.4,,,Charcuteries et salaisons
279,Charcuteries et salaisons,"jambon cru, fume",225,24,14.3,5.2,0.1,0,0,1990,5.16,20,0.9,13,"< 0,5",52.6,,,Charcuteries et salaisons
280,Charcuteries et salaisons,jambon cuit,121,17.9,4.93,0.399,1.26,1.26,0,829,7.14,28.1,0.838,10.6,0.625,73,,,Charcuteries et salaisons
281,Charcuteries et salaisons,jambon cuit superieur,114,21.1,3.02,0.885,0.6,"< 0,2",0,716,< 20,22.5,"< 0,7",0,"< 0,25",73.4,,,Charcuteries et salaisons
282,Charcuteries et salaisons,"jambon cuit superieur, dd",114,20.9,3.15,1.08,0.425,< 1,0,745,7.2,20.9,0.9,5.3,0.3,73.1,,,Charcuteries et salaisons
283,Charcuteries et salaisons,"jambon cuit, de paris, dd",107,18,3.12,0.876,1.8,0.55,0,783,7,26.3,1.12,11.2,"< 0,5",73.2,,,Charcuteries et salaisons
284,Charcuteries et salaisons,"jambon cuit, fume",101,19,2.59,0.641,0.45,0.367,0,1890,4.3,23.5,1.84,0,0.314,71.7,,,Charcuteries et salaisons
285,Charcuteries et salaisons,jambon de volaille,107,21.4,2.14,0.722,0.5,0.462,0,730,10,24.6,0.3,10,"< 0,5",72.7,,,Charcuteries et salaisons
286,Charcuteries et salaisons,jambon en croete,246,14.5,14.2,4.46,14.8,1.58,0.6,727,21.3,19.5,0.956,7.21,0.464,52.2,,,Charcuteries et salaisons
287,Charcuteries et salaisons,"jambon sec, decouenne, degraisse",195,26.6,9.07,3.29,1.77,0.3,0,2430,16.3,25.5,1.06,0,0,54.8,,,Charcuteries et salaisons
288,Charcuteries et salaisons,"jambonneau, cuit",144,20.6,6.41,1.96,1.1,0.757,0,910,0,0,0,0,0,72.2,,,Charcuteries et salaisons
289,Charcuteries et salaisons,"lardon fume, cru",264,16.4,21.8,8.25,0.6,0.46,0,1290,18.2,23.8,0.8,0.9,0.475,57.6,,,Charcuteries et salaisons
290,Charcuteries et salaisons,"lardon fume, cuit",258,14.7,22.1,2.84,0,0,0,1040,10,21,0.82,0,1.1,61.7,,,Charcuteries et salaisons
291,Charcuteries et salaisons,"lardon nature, cru",266,15.4,22.5,8.51,0.4,0.4,0,1230,< 20,15.6,"< 0,5",0.633,0.84,55.4,,,Charcuteries et salaisons
292,Charcuteries et salaisons,"lardon nature, cuit",329,23.8,25.1,11.1,2,0,0,1650,7.5,22,0.5,0,"< 0,5",45,,,Charcuteries et salaisons
293,Charcuteries et salaisons,"merguez, boeuf et mouton, cuite",283,19.8,22.6,11.2,0.215,"< 1,22",0,925,35.9,22.6,2.01,< 1,"< 0,5",52.4,,,Charcuteries et salaisons
294,Charcuteries et salaisons,mortadelle,313,14.1,27.9,10.3,1.4,0,0,851,36.5,26.9,0.8,0,0.775,55.1,,,Charcuteries et salaisons
295,Charcuteries et salaisons,mousse de foie,317,10.5,28.9,10.5,3.62,2.53,0,766,"< 30,2",11.7,4.02,0,0.262,54.1,,,Charcuteries et salaisons
296,Charcuteries et salaisons,museau de porc vinaigrette,281,14.4,24.5,2.79,0.8,0,0,611,14.6,7.8,1.4,0,0,57.3,,,Charcuteries et salaisons
297,Charcuteries et salaisons,pancetta ou poitrine roulee seche,355,21.3,29.8,11.5,0.35,"< 0,1",0,2330,20,0,0.8,0,0.675,44.7,,,Charcuteries et salaisons
298,Charcuteries et salaisons,pâte de campagne,333,14.7,28.9,10.4,3.47,0.88,0.2,1190,26.1,18.2,5.5,5.9,"< 0,25",53.7,,,Charcuteries et salaisons
299,Charcuteries et salaisons,pâte de foie de porc,346,10.6,32.7,11.9,2.3,0,0.2,660,28.2,8.05,3.16,10.5,0,51.2,,,Charcuteries et salaisons
300,Charcuteries et salaisons,pâte de foie de volaille,234,11.9,18,4,6,0,0,386,10,13,9.19,10.5,0.4,60.2,,,Charcuteries et salaisons
301,Charcuteries et salaisons,pâte de lapin,274,14.8,23,6.54,2,2,0,341,12.5,26,3.05,0.74,0.47,62.1,,,Charcuteries et salaisons
302,Charcuteries et salaisons,pâte en croete,270,11.9,19.7,8.58,11.8,1.2,1,662,17.8,13.9,1.43,4.5,0.6,47.8,,,Charcuteries et salaisons
303,Charcuteries et salaisons,"poitrine de porc, fumee, crue",312,16.5,27.3,8.3,0,0.6,0,1400,0,0,0,0,0,54.1,,,Charcuteries et salaisons
304,Charcuteries et salaisons,"quenelle au naturel, appertisee",199,4.9,15.7,6.04,9.33,0,0.6,501,22.4,6.3,0,0,0,68.9,,,Charcuteries et salaisons
305,Charcuteries et salaisons,"quenelle de volaille, appertisee",185,6.8,13,5.34,9.93,1,0.6,913,35.4,6.43,0.79,0.51,0.36,67.9,,,Charcuteries et salaisons
306,Charcuteries et salaisons,"quenelle en sauce, appertisee",151,3.6,11.3,3.37,8.54,0,0.6,536,25.1,8.1,0,0,0,75.3,,,Charcuteries et salaisons
307,Charcuteries et salaisons,rillettes de viandes autres que pur porc (volaille...),424,15.1,40.3,15.4,0.117,0.1,0,450,11.2,17,0.947,"< 0,5","< 0,5",43.2,,,Charcuteries et salaisons
308,Charcuteries et salaisons,rillettes pur porc,410,14.2,39.2,13.3,0.1,0.1,0,474,< 20,15.7,1,0,0.637,44.3,,,Charcuteries et salaisons
309,Charcuteries et salaisons,rillettes traditionnelles de porc,417,14.3,39.9,15.3,0.1,0.1,0,1600,0,0,1,0,0,40.5,,,Charcuteries et salaisons
310,Charcuteries et salaisons,rosette ou fuseau,402,24.9,32.7,11.3,2,0.3,0,1560,44,40.3,1.2,2.3,1.11,39,,,Charcuteries et salaisons
311,Charcuteries et salaisons,salami,482,18.1,45,16.9,1.23,1.23,0,1720,19.2,15.7,2,5.67,0.98,31.6,,,Charcuteries et salaisons
312,Charcuteries et salaisons,saucisse alsacienne fumee ou gendarme,351,21,28.2,8.56,3.31,0,0,1100,18.3,21.3,2.2,16.8,"< 0,5",44.1,,,Charcuteries et salaisons
313,Charcuteries et salaisons,saucisse cocktail,299,12.7,27,10.2,1.35,0,0,828,33.7,15.4,0.853,8.8,"< 0,5",56.8,,,Charcuteries et salaisons
314,Charcuteries et salaisons,saucisse de francfort,293,12.1,26.7,9.87,1.15,0.151,0,974,31.5,11,2.1,0,0.262,56.7,,,Charcuteries et salaisons
315,Charcuteries et salaisons,saucisse de montbeliard,325,15.7,28.8,11.5,0.7,0,0,931,29.9,26.8,0.5,"< 0,5","< 0,5",50.5,,,Charcuteries et salaisons
316,Charcuteries et salaisons,"saucisse de morteau, cuite e l'eau",333,15.2,30.2,11.7,0,0,0,809,8.4,15,0.8,< 1,"< 0,5",51.7,,,Charcuteries et salaisons
317,Charcuteries et salaisons,saucisse de strasbourg,287,12.5,25.9,9.18,1,0.516,0,834,25,13.1,1.1,9.4,0.262,57,,,Charcuteries et salaisons
318,Charcuteries et salaisons,"saucisse de toulouse, cuite",311,18.8,25.7,9.44,1.1,0.6,0,686,11.5,18.2,0.9,< 1,"< 0,5",54.9,,,Charcuteries et salaisons
319,Charcuteries et salaisons,saucisson e l'ail,286,14.6,25,8.92,0.7,0,0,1300,9,9,2.3,2.5,0,54.8,,,Charcuteries et salaisons
320,Charcuteries et salaisons,saucisson sec,410,26.5,33.2,12.5,1.23,0.1,0,1890,14.6,31.7,1.28,5,0.5,30.1,,,Charcuteries et salaisons
321,Charcuteries et salaisons,saucisson sec pur porc,405,26.2,32.9,12.4,"< 1,9","< 1,9",0,1980,"< 22,2",26.7,2,5,0.55,35,,,Charcuteries et salaisons
322,Charcuteries et salaisons,terrine de canard,310,15.2,26.1,9.78,3.53,0,0,615,40.4,10.1,3.1,3.2,1.55,52.8,,,Charcuteries et salaisons
323,Charcuteries et salaisons,viande des grisons,201,37.4,5.47,0,0.62,0.3,0,1580,30.8,46.6,1.8,"< 0,5","< 0,5",53.5,,,Charcuteries et salaisons
324,Chocolats et produits e base de chocolat,"barre e la noix de coco, enrobee de chocolat",481,3.99,24.7,18.9,60.3,48,1.59,96.7,81.4,42.7,2.06,"< 0,583",0.0295,8.2,,,chocolat
325,Chocolats et produits e base de chocolat,barre chocolatee aux fruits secs,494,7.71,24,11.8,61.3,46.3,1.22,190,125,13.6,1.3,0,0.03,4.44,,,chocolat
326,Chocolats et produits e base de chocolat,barre chocolatee biscuitee,487,6.3,23.1,13.3,62.2,40.6,2.8,233,98.6,40.2,1.87,0.625,0.0578,4.55,,,chocolat
327,Chocolats et produits e base de chocolat,barre chocolatee non biscuitee enrobee,465,4.55,20.3,9.74,65.6,59.4,1.24,189,109,32.6,3.59,0.54,0.046,7.03,,,chocolat
328,Chocolats et produits e base de chocolat,barre goeter frais au lait et cacao,550,8.1,35.1,19.6,48.4,33.3,4.3,50.3,174,47.2,0.9,"< 0,5",0.53,2.52,,,chocolat
329,Chocolats et produits e base de chocolat,cacahuetes enrobees de chocolat drageifiees,514,9.36,25.4,9.76,60.5,53.5,2.73,64.6,112,146,1.6,1.21,0.036,1.23,,,chocolat
330,Chocolats et produits e base de chocolat,"chocolat au lait aux cereales croustillantes, tablette",532,7.64,29.2,15.5,58.4,50.5,2.43,229,155,58,2.65,0.6,0,0.7,,,chocolat
331,Chocolats et produits e base de chocolat,"chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette",556,9.05,34.5,9.51,50.8,44.6,3.09,108,166,89.2,2.32,0,"< 0,5",0.633,,,chocolat
332,Chocolats et produits e base de chocolat,"chocolat au lait, tablette",545,7.68,31.6,18.9,56.9,50.5,1.2,50.9,178,77.7,4.24,0,0,0.98,,,chocolat
333,Chocolats et produits e base de chocolat,"chocolat blanc, tablette",551,8,32,19.6,57.7,57.1,0,55,262,26,0.2,0,0,0.568,,,chocolat
334,Chocolats et produits e base de chocolat,"chocolat noir e 40% de cacao minimum, e pâtisser ou e croquer, tablette",526,4.9,30.2,18.1,54.9,40.4,7.3,19.1,130,84.2,17.1,"< 0,5",< 5,"< 1,03",,,chocolat
335,Chocolats et produits e base de chocolat,"chocolat noir e 70% cacao minimum, extra, degustation, tablette",572,9.25,41.9,30.6,33.3,21.3,12.6,4.14,60,206,10.7,0,0,0.565,,,chocolat
336,Chocolats et produits e base de chocolat,"chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette",553,6.52,37,18.8,44,40.5,8.9,0.005,95,140,11,0,2.24,"< 1,6",,,chocolat
337,Chocolats et produits e base de chocolat,"chocolat noir, e 70% cacao, extra, degustation, sans sucres ajoutes, edulcore, tablette",546,7.37,43.9,26.3,36.8,2,10.1,0.00633,60,149,10.7,0,0,0.6,,,chocolat
338,Chocolats et produits e base de chocolat,confiserie au chocolat drageifiee,505,7.09,23.8,14.3,65,57.8,1.28,124,231,40.5,12.5,0.949,0.309,1.8,,,chocolat
339,Chocolats et produits e base de chocolat,pâte e tartiner chocolat et noisette,527,6.64,28.9,8.47,58.2,57.6,4,42.7,106,88,2.9,< 1,0,0.914,,,chocolat
340,Cidres et similaires,cidre brut,32.8,0,0,0,2.35,2.35,0.5,3.98,5.46,3.21,0.84,14.1,0,93.7,,,biere
341,Cidres et similaires,cidre doux,27.1,0,0,0,3.21,3.21,0.5,2.9,8.9,3.7,0.84,14.1,0,94.1,,,biere
342,Cidres et similaires,cidre traditionnel,30.6,0,0,0,1.81,1.81,0.5,3.7,9.9,3.8,0.74,14.1,0,94.2,,,biere
343,Cocktails,aperitif e base de vin ou vermouth,133,0,0,0,11.4,11.4,0,12.7,10,9,0.8,0,0,75.9,,,vin
344,Cocktails,aperitif anise sans alcool,0.55,0.02,0.03,0,0.05,0.03,0,12.7,1.83,0.33,0,0,0,99.9,,,vin
345,Cocktails,cocktail sans alcool (e base de jus de fruits et de sirop),53.3,0.443,0.134,0.00772,12.4,10.8,0.364,2.24,12.8,8.31,0.105,27.7,0,86.4,,,vin
346,Cocktails,kir (au vin blanc),89.7,0.179,0,0,6.72,5.55,0.65,1.56,6.88,5.09,0.668,18.4,0,83.5,,,vin
347,Cocktails,kir royal (au champagne),95.3,0.1,0,0,7.47,5.66,0.65,1.56,6.88,5.09,0.561,18.4,0,82.5,,,vin
348,Cocktails,panache (biere + limonade),36.3,0.22,0.015,0,5.4,5.4,0,2.07,"< 0,765",0.361,0.0575,0.08,0,92.2,,,vin
349,Cocktails,"pastis, pret e boire (1+ 5)",44,0,0,0,0.5,0,0,3.53,21.1,1.62,0.0291,0,0,93.5,,,vin
350,Cocktails,sangria,85.1,0.345,0.104,0.0228,9.35,8.68,0.575,3.39,9.35,10.7,0.373,12.1,0,83,,,vin
351,Complements alimentaires,germe de ble,381,26.4,9.05,1.2,39.7,12,14,11.7,26.7,256,8.59,0,0,6.9,,,0
352,Complements alimentaires,levure alimentaire,362,48,5.4,0.7,23.7,8,13.4,40,130,170,5,0,0,3.6,,,0
353,Confiseries non chocolatees,"bonbon au caramel, mou",430,2.95,8.04,5.37,86.5,0,0,182,95.6,17.4,0.55,"< 0,5","< 0,5",1.42,,,bonbons
354,Confiseries non chocolatees,bonbon gelifie,347,6.28,0.25,0.24,79.8,64.5,"< 0,5",8.55,5,1.67,0.265,0,0,12.3,,,bonbons
355,Confiseries non chocolatees,"bonbons, tout type",403,1.86,6.92,4,83.2,83.2,0.25,61.4,26.5,19.6,0.693,0,0,7.03,,,bonbons
356,Confiseries non chocolatees,"chewing0gum, sans sucre",221,0.3,0.4,0.058,88,0,2.4,54.5,20,93,5,0,0,3.55,,,bonbons
357,Confiseries non chocolatees,"chewing0gum, sucre",374,0.133,0.3,0.041,92,81.4,1.6,9.67,0,47,1.67,0,0,2.87,,,bonbons
358,Confiseries non chocolatees,nougat ou touron,450,6.12,15.3,2.12,71.3,64.1,1.47,158,36.7,32,1.58,0,0,4.78,,,bonbons
359,Confiseries non chocolatees,pâte de fruits,316,1.18,1.89,0.459,71.1,71.1,4.75,53.6,52,39.7,0.627,0.86,0,20.2,,,bonbons
360,Confitures,"confiture allegee en sucre, tout type",180,0.493,"< 0,2",0.02,43.6,43.6,1.3,< 33,12.3,7,"< 0,1",< 1,0,54.2,,,confiture
361,Confitures,confiture d'abricot,232,0.3,"< 0,25",0.01,56.6,53.4,1.44,15.4,9.1,5,< 1,2.5,0,41.1,,,confiture
362,Confitures,confiture de cerise,245,0.47,"< 0,22",0.0315,59.9,54.5,1.1,21.1,10.5,6.2,2,0.8,0,38,,,confiture
363,Confitures,confiture de fraise,262,0.4,"< 0,7",0.0335,64,60,"< 1,6",15,10.4,6.1,"< 0,1",2.65,0,37.3,,,confiture
364,Confitures,confiture de framboise,246,0.5,0.6,0.0986,58.6,50.8,1.92,10.7,10.5,7.8,0,2.7,0,38.4,,,confiture
365,Confitures,confiture de myrtilles,250,0.4,0.25,0.0247,60.5,57.1,2.05,7.4,8.5,3.8,0,0.9,0,36.7,,,confiture
366,Confitures,confiture ou marmelade d'orange,241,0.3,"< 0,25",0,58.7,49.2,1.7,12.6,41.1,5.9,0.567,9.7,0,39,,,confiture
367,Confitures,preparation de fruits,182,0.66,0.253,0.0216,43.4,0,1.91,0,0,0,0,0,0,53.6,,,confiture
368,Cremes et specialites e base de creme,"creme de lait >= 30% mg, fluide, rayon frais",312,2.2,32.4,23.1,2.57,2.57,0,40,105,9,0,0,0.22,61.8,,,creme fraeche
369,Cremes et specialites e base de creme,"creme de lait >= 30% mg, fluide, uht",326,2.11,33.8,23,2.92,1.12,0,34.1,66,6.95,0.0278,0.75,0.507,60.2,,,creme fraeche
370,Cremes et specialites e base de creme,"creme de lait legere 15 e 20% mg, fluide, uht",167,2.23,16.4,11.7,2.32,2.32,0,42,95,9,0.1,0,0.14,77.9,,,creme fraeche
371,Cremes et specialites e base de creme,"creme fraeche >= 30% mg, epaisse, rayon frais",301,2.26,31,22.1,2.8,2.8,0,26.7,75,7.56,0.08,"< 0,5","< 0,2",64.2,,,creme fraeche
372,Cremes et specialites e base de creme,"creme fraeche legere 15 e 20% mg, epaisse, rayon frais",192,2.9,18,12.8,4.25,4.25,0,43.5,94.5,9,0.16,1,0.14,73.7,,,creme fraeche
373,Cremes et specialites e base de creme,"specialite e base de creme legere 8% mg, fluide ou epaisse",108,3.1,8.7,6.2,4.05,0,0,40,105,10,0.04,0.9,0.144,83,,,creme fraeche
374,Crustaces et mollusques non transformes,"bigorneau, cuit",108,15.4,1.2,0.2,8.81,0,0,750,130,310,10.2,0,0,73,,,crustace - mollusques
375,Crustaces et mollusques non transformes,"bulot ou buccin, cuit",98.6,20.5,0.601,0.0943,2.79,0,0,370,67.8,135,1.08,0,0,74.1,,,crustace - mollusques
376,Crustaces et mollusques non transformes,"calmar ou calamar ou encornet, cru",79.6,16,1.47,0.328,0.6,0,0,195,15.7,42,0.279,0,"< 0,56",81.6,,,crustace - mollusques
377,Crustaces et mollusques non transformes,"clam, praire ou palourde, cuit e l'eau",59,6.8,1,0.29,5.7,0,0,47.6,53,7.7,15,0,0,84.3,,,crustace - mollusques
378,Crustaces et mollusques non transformes,"coquille saint0jacques, noix et corail, crue",83.6,17,1.31,0.194,0.956,0,0,191,176,51.4,1.16,0,"< 0,5",79.3,,,crustace - mollusques
379,Crustaces et mollusques non transformes,"coquille saint0jacques, noix et corail, cuite",120,23.2,1.58,0.365,3.22,0,0,188,17.4,58.7,1.25,0,0,73.1,,,crustace - mollusques
380,Crustaces et mollusques non transformes,"crabe ou tourteau, cuit e l'eau",128,19.3,5.38,0.7,0.5,0,0,402,15,54.7,1.6,0,0,71,,,crustace - mollusques
381,Crustaces et mollusques non transformes,"crevette, cuite",93.7,21.4,0.9,0.0962,0,0,0,691,225,59.7,2.11,0,0,74.9,,,crustace - mollusques
382,Crustaces et mollusques non transformes,"ecrevisse, crue",74.8,15.2,0.8,0.1,1.7,0,0,184,36.3,25,2.13,0,0,82.9,,,crustace - mollusques
383,Crustaces et mollusques non transformes,"escargot, cru",82.8,16,1.2,0.219,2,0,0,138,90,250,3.5,15,1.1,79.1,,,crustace - mollusques
384,Crustaces et mollusques non transformes,"homard, cuit e l'eau",104,22.1,1.6,0.2,0.3,0,0,350,66.5,34.1,0.8,0,0,74.3,,,crustace - mollusques
385,Crustaces et mollusques non transformes,"huetre creuse, crue",42.1,6.36,1.5,0.337,0.795,0,0,580,74.6,81.9,2.25,5,"< 0,5",87.2,,,crustace - mollusques
386,Crustaces et mollusques non transformes,"langouste, cuite e l'eau",136,26.4,1.94,0.297,3.11,0,0,227,63,51,1.41,2.1,0.5,66.8,,,crustace - mollusques
387,Crustaces et mollusques non transformes,"moule, cuite e l'eau",114,17.1,1.81,0.526,7.4,0,0,376,69.1,78.9,5.47,0,0,73.3,,,crustace - mollusques
388,Crustaces et mollusques non transformes,"poulpe, cru",85.5,17.9,0.9,0.259,1.45,0,0,136,33,0,1.2,0,0,82.1,,,crustace - mollusques
389,Crustaces et mollusques non transformes,"seiche, crue",73.5,16.1,0.7,0.2,0.7,0,0,370,59,0,3.4,0,0,80.8,,,crustace - mollusques
390,Denrees destinees e une alimentation particuliere,boisson dietetique pour le sport,22.6,0,0.02,0,5.6,3.73,0,47.7,0,1,0.00833,1.05,0,94.2,,,0
391,Denrees destinees e une alimentation particuliere,farine bouillie petit dejeuner bebe,89.2,2.53,2.76,1.37,13.3,7.3,< 1,28.4,85,10.5,0.5,6.2,1.75,80.9,,,0
392,Denrees destinees e une alimentation particuliere,"substitut de repas hypocalorique, e boire, tout areme",90,6.4,2.45,0.298,10.6,5.62,"< 0,5",76.1,124,20.3,2.2,20.3,0.91,79,,,0
393,Denrees destinees e une alimentation particuliere,"substitut de repas hypocalorique, creme dessert ultra frais, toute areme",90.6,6.3,2.88,0.98,9.44,6.79,1.13,85.6,120,30.4,2.28,6.48,0.88,79.6,,,0
