id,famille,nom,energie,proteines,lipides,dontAGS,glucides,sucre,fibres,sodium,calcium,magnesium,fer,vitamineC,vitamineD,eau,allergene,vegetarien,visuel
744,Graines oleagineuses et châtaignes,farine de châtaigne,340,5.8,3.43,0.602,64.8,24.9,12.6,11,61.6,67.9,"< 0,1",16,0,11,,,graines
745,Graines oleagineuses et châtaignes,melange aperitif de graines salees et raisins secs,492,17.3,29.3,4.29,33.5,28.7,6.2,204,95.8,143,2.9,0.4,0,11.2,,,graines
746,Graines oleagineuses et châtaignes,noisette,683,16.4,63,5.22,5.62,3.31,8.2,9.97,135,88.4,3.47,"< 0,5",0,4.84,,,graines
747,Graines oleagineuses et châtaignes,"noix de cajou, grillee, salee",631,19.8,49.1,9.5,21.8,5.3,4.4,272,41.8,247,5.03,"< 0,5",0,2.13,,,graines
748,Graines oleagineuses et châtaignes,"noix de coco, amande mere, fraeche",374,3.64,35.3,30.9,3.81,3.81,11.7,19.3,12.6,37.5,2.11,2.77,0,44.4,,,graines
749,Graines oleagineuses et châtaignes,"noix de coco, amande, seche",683,6.64,65.1,57.1,9.27,7.35,14.4,32.5,18.4,90,3.46,0.75,0,2.65,,,graines
750,Graines oleagineuses et châtaignes,noix de macadamia,734,7.91,72.9,11.5,5.94,4.57,8.6,5,85,130,3.69,1.2,0,3.1,,,graines
751,Graines oleagineuses et châtaignes,noix de pecan,739,9.3,73.8,6.77,2.94,2.64,9.52,0.667,69.7,125,2.6,0.9,0,2.9,,,graines
752,Graines oleagineuses et châtaignes,noix du bresil,705,14.1,68.2,16.4,2.73,2.17,8.1,3,150,366,2.46,0.35,0,2.8,,,graines
753,Graines oleagineuses et châtaignes,"noix, sechee, cerneaux",698,14.7,63.8,5.73,10.8,3,5.7,< 3,67.8,126,2.6,3,0,3.13,,,graines
754,Graines oleagineuses et châtaignes,"pâte d'amande, pre0emballee",430,7.7,18,1.4,54.2,54.2,7.2,4,84,75,2.5,0,0,6.2,,,graines
755,Graines oleagineuses et châtaignes,pignon de pin,695,13.7,65.4,4.63,5.58,3.59,10,9,6.2,227,4.6,"< 0,5",0,2.78,,,graines
756,Graines oleagineuses et châtaignes,"pistache, grillee, salee",604,24.9,46.4,5.56,12,5.4,10.6,667,98.5,105,2.4,"< 0,5",0,1.97,,,graines
757,Graines oleagineuses et châtaignes,"puree de marrons, appertisee",102,1.7,0.9,0.183,20.7,0,1.32,32.7,14.7,19.3,0,0,0,74.7,,,graines
758,Graines oleagineuses et châtaignes,"sesame, graine",644,17.7,56.4,7.6,9.28,0.45,7.9,2.31,962,324,14.6,0,0,4.24,,,graines
759,Graines oleagineuses et châtaignes,"tournesol, graine",642,20.2,52.7,5.91,15,1.97,6.4,4.67,94.3,364,4.9,0.467,0,1,,,graines
760,"Herbes, epices et assaisonnements",ail frais,131,7.9,0.47,0.096,21.5,1.57,4.7,17.6,17.7,20.7,1.32,17,0,64,,,herbes - epices
761,"Herbes, epices et assaisonnements","basilic, frais",30.7,3.12,0.72,0.0455,1.23,1.24,3.4,6.5,213,64,4.34,22,0,90,,,herbes - epices
762,"Herbes, epices et assaisonnements",cannelle,266,3.96,1.88,0.507,36.6,28.8,43.5,15.3,1080,60,18.2,11.9,0,10.4,,,herbes - epices
763,"Herbes, epices et assaisonnements","cerfeuil, frais",48.2,3.3,0.567,0.078,6.47,0,2,10,272,34,1.6,44.7,0,85.6,,,herbes - epices
764,"Herbes, epices et assaisonnements","ciboule ou ciboulette, fraeche",34.4,2.3,0.433,0.064,4.42,3.95,1.83,12.3,69.5,21,1.23,34.2,0,90.2,,,herbes - epices
765,"Herbes, epices et assaisonnements","coriandre, graine",346,12.4,17.8,0.966,13,13,41.9,35,709,330,16.3,21,0,8.88,,,herbes - epices
766,"Herbes, epices et assaisonnements","cumin, graine",428,17.8,22.3,1.13,33.7,18,10.5,168,931,366,66.4,7.85,0,8.09,,,herbes - epices
767,"Herbes, epices et assaisonnements","curry, en poudre",342,12.7,13.8,2.24,25.2,2.76,33.2,52,478,254,29.7,11.4,0,9.51,,,herbes - epices
768,"Herbes, epices et assaisonnements","fleur de sel, non iodee, non fluoree",0,0,0,0,0,0,0,37700,171,424,0,0,0,3.74,,,herbes - epices
769,"Herbes, epices et assaisonnements","gingembre, moulu",332,8.98,4.24,2.6,57.5,3.34,14.1,27,114,214,19.8,0.7,0,9.94,,,herbes - epices
770,"Herbes, epices et assaisonnements","meloukhia, feuilles de corete sechees, en poudre",239,23,1.8,0,12.7,0,40,67.9,2000,609,87,0,0,8.4,,,herbes - epices
771,"Herbes, epices et assaisonnements","menthe, fraeche",48.6,3.61,0.79,0.186,3.37,3.37,6.8,25.3,217,71.5,8.82,25.4,0,83.5,,,herbes - epices
772,"Herbes, epices et assaisonnements",persil frais,46.5,3,0.843,0.132,4.57,2.3,4.3,90.7,190,32.1,4.32,190,0,84.9,,,herbes - epices
773,"Herbes, epices et assaisonnements","poivre noir, moulu",304,10.9,3.3,0.99,44.5,38.3,26.5,44,430,190,11.2,0,0,10.5,,,herbes - epices
774,"Herbes, epices et assaisonnements","raifort, cru",69.6,3.96,0.53,0.0905,9.54,7.99,5.4,113,86.6,29.7,1.24,97.3,0,78.8,,,herbes - epices
775,"Herbes, epices et assaisonnements","sel blanc alimentaire, iode, non fluore (marin, ignigene ou gemme)",0,0,0,0,0,0,0,39000,13.3,3.15,0.21,0,0,0.027,,,herbes - epices
776,"Herbes, epices et assaisonnements","sel blanc alimentaire, non iode, non fluore (marin, ignigene ou gemme)",0,0,0,0,0,0,0,39100,13.3,3.15,0.21,0,0,0.027,,,herbes - epices
777,"Herbes, epices et assaisonnements","sel marin gris, non iode, non fluore",0,0,0,0,0,0,0,32200,181,503,0,0,0,5.09,,,herbes - epices
778,"Herbes, epices et assaisonnements","thym, sec",291,6.07,4.94,2.73,41.7,1.71,27.8,36.7,1260,110,82.4,16.7,0,7.8,,,herbes - epices
779,Huiles et graisses vegetales,"corps gras vegetal pour friture, en pain",900,0,100,92.6,0,0,0,0,0,0,0,0,0,0,,,matiere grasse (huile beurre)
780,Huiles et graisses vegetales,huile combinee (melange d'huiles),899,0,99.9,9.55,0,0,0,"< 4,29","< 4,99","< 0,583",0.0133,0,1.43,0,,,matiere grasse (huile beurre)
781,Huiles et graisses vegetales,"huile combinee, melange d'huile d'olive et de graines",900,0,100,11.4,0,0,0,0,0,0,0,0,5,0,,,matiere grasse (huile beurre)
782,Huiles et graisses vegetales,huile d'arachide,895,0,99.4,16,0,0,0,0,0,0,0.02,0,0,0,,,matiere grasse (huile beurre)
783,Huiles et graisses vegetales,huile d'argan(e),899,0,99.9,17.6,0,0,0,0,0,0,0,0,0,0,,,matiere grasse (huile beurre)
784,Huiles et graisses vegetales,huile d'avocat,900,0,100,17.9,0,0,0,0,0,0,0,0,0,0,,,matiere grasse (huile beurre)
785,Huiles et graisses vegetales,huile de colza,900,0,100,6.98,0,0,0,"< 5,49","< 5,6","< 0,583",0.023,0,0,0,,,matiere grasse (huile beurre)
786,Huiles et graisses vegetales,huile de maïs,897,0,99.7,12.4,0,0,0,0,0,0,0.0325,0,0,0.53,,,matiere grasse (huile beurre)
787,Huiles et graisses vegetales,huile de noisette,900,0,100,8.22,0,0,0,0,0,0,0,0,0,0,,,matiere grasse (huile beurre)
788,Huiles et graisses vegetales,huile de noix,900,0,100,9.87,0,0,0,0,0,0,0,0,0,0,,,matiere grasse (huile beurre)
789,Huiles et graisses vegetales,huile de paraffine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,matiere grasse (huile beurre)
790,Huiles et graisses vegetales,huile de pepins de raisin,899,0,99.9,11.1,0,0,0,0,0,0,0,0,0,0,,,matiere grasse (huile beurre)
791,Huiles et graisses vegetales,huile de sesame,899,0.0667,99.9,14.9,0,0,0,0.667,3.33,0,0.0333,0,0,0.0333,,,matiere grasse (huile beurre)
792,Huiles et graisses vegetales,huile de soja,899,0,99.9,14.5,0,0,0,"< 1,11","< 3,84",1.52,0.0408,0,0,0,,,matiere grasse (huile beurre)
793,Huiles et graisses vegetales,huile de tournesol,900,0,100,10.4,0,0,0,"< 1,11","< 2,57","< 0,583",0.0193,0,0,0,,,matiere grasse (huile beurre)
794,Huiles et graisses vegetales,huile d'olive vierge,899,0,99.9,13.8,0,0,0,"< 1,11","< 2,57","< 0,583",0.0442,0,0,0,,,matiere grasse (huile beurre)
795,Jus et nectars,"abricot, nectar",57.6,0.41,0.085,0.004,12.9,12.9,0.6,4.77,13.8,7.18,0.38,44.7,0,84.9,,,jus (verre)
796,Jus et nectars,"ananas, jus e base de concentre",47.8,0.352,"< 0,1",0.004,10.6,10.6,"< 0,5",3.33,79.9,15.3,0.155,24.9,0,88.3,,,jus (verre)
797,Jus et nectars,"ananas, pur jus",48.5,0.3,"< 0,1",0.004,11.6,11.6,0.2,1.1,8.2,13.8,0.225,9.5,0,86.3,,,jus (verre)
798,Jus et nectars,"carotte, pur jus",26.6,0.817,0.1,0.0243,5.09,5.08,0.733,51,18.1,9.02,0.2,6,0,92.3,,,jus (verre)
799,Jus et nectars,"citron vert, pur jus",24.2,0.25,0.23,0.026,1.49,1.37,0.4,16,12,7,0.23,6.4,0,92.5,,,jus (verre)
800,Jus et nectars,"citron, jus presse maison",27.6,0.317,0.08,0.02,2.75,1.96,0.1,2.62,12.4,5.98,0.227,42.6,0,91.7,,,jus (verre)
801,Jus et nectars,"clementine/mandarine, pur jus",51.4,0.61,0.125,0.0323,11.7,11.7,0.5,2.5,6,9,0.3,33.8,0,88,,,jus (verre)
802,Jus et nectars,"fruit de la passion ou maracuja, nectar",48.8,0.2,0.1,0,10.2,0,0.6,3,1.7,3.8,0,17.4,0,87,,,jus (verre)
803,Jus et nectars,"jus multifruit 0 base orange, multivitamine",46.9,0.49,"< 0,1",0.0209,10.2,10.2,0.65,0,0,10.1,0,31.4,0,87.4,,,jus (verre)
804,Jus et nectars,"jus multifruit 0 base orange, standard",42.2,0.7,"< 0,1",0.0209,9,9.05,"< 0,5",0.25,0,11.8,0,36.2,0,88.6,,,jus (verre)
805,Jus et nectars,"jus multifruit 0 base pomme, multivitamine",45.4,0.332,"< 0,4",0.0509,10.1,10.2,"< 0,5",0,0,5.9,0,16.2,0,88.2,,,jus (verre)
806,Jus et nectars,"jus multifruit 0 base pomme, standard",47.4,0.332,"< 0,4",0.0509,10.6,10.1,"< 0,5",0,0,5.94,0,25.4,0,87.8,,,jus (verre)
807,Jus et nectars,"jus multifruit, e base de concentre",47.9,0.44,0.1,0.0246,10.7,10.7,0,1.5,11.1,8.2,0.1,37,0,87.8,,,jus (verre)
808,Jus et nectars,"jus multifruit, pur jus, multivitamine",46.5,0.4,"< 0,1",0.00954,10.6,10.4,0.467,4.49,7.27,9.18,0.115,32.7,"< 0,5",87.7,,,jus (verre)
809,Jus et nectars,"jus multifruit, pur jus, standard",50.7,0.44,0.1,0.0111,11.6,11.6,0.25,1.7,8.8,7.8,0.1,23.5,0,87,,,jus (verre)
810,Jus et nectars,"mangue, jus frais",40.6,0.2,0.2,0.0582,9.5,9.3,0,11,2,14.3,2.6,30,0,86,,,jus (verre)
811,Jus et nectars,"mangue, nectar",61.7,0.2,0.2,0,14.4,0,0.6,2.7,5.22,4.97,0,0,0,84.3,,,jus (verre)
812,Jus et nectars,"nectar multifruit 0 base orange, multivitamine",44.9,0.4,"< 0,1",0.0209,10.3,10.2,"< 0,5",0,0,6.3,0,36.2,0,88.1,,,jus (verre)
813,Jus et nectars,"nectar multifruit 0 base orange, standard",48.1,0.4,0.1,0.0209,11,10.6,"< 0,5",0,0,6.7,0,13.2,0,87.4,,,jus (verre)
814,Jus et nectars,"nectar multifruit 0 base pomme, multivitamine",44.6,0.1,"< 0,4",0.0509,9.95,9.1,0.6,0,0,4.4,0,15.1,0,88.7,,,jus (verre)
815,Jus et nectars,"nectar multifruit 0 base pomme, standard",44,0.28,"< 0,4",0.0509,9.62,9.62,0.6,0,0,4.7,0,0,0,88.7,,,jus (verre)
816,Jus et nectars,"nectar multifruit, multivitamine",46,0.29,"< 0,1",0.00776,10.5,10.4,0.6,7.2,3.1,5.4,0.2,33.1,"< 0,5",87.9,,,jus (verre)
817,Jus et nectars,"nectar multifruit, standard",55.2,0.272,0.09,0.0074,12.9,9.45,0.3,1.8,7.8,4.93,0,11.8,0,85.9,,,jus (verre)
818,Jus et nectars,"noix de coco, ""lait""",192,2.02,17.6,15.7,6.33,1.8,0.2,7.7,18,46,3.3,1,0,72.9,,,jus (verre)
819,Jus et nectars,"noix de coco, eau",19.8,0.51,0.2,0.176,3.91,2.61,0,65,22,26.5,0.295,2.2,0,95,,,jus (verre)
820,Jus et nectars,"orange, jus e base de concentre",42.4,0.71,"< 0,25",0.045,8.85,8.21,0.31,1.62,8.15,10.2,0.0736,36.3,0,88.7,,,jus (verre)
821,Jus et nectars,"orange, jus presse maison",43.5,0.633,0.133,0.012,9.3,8.23,0.1,"< 1,11",10.5,13.2,0.0789,53.8,0,88.6,,,jus (verre)
822,Jus et nectars,"orange, nectar",38.8,0.35,"< 0,1",0.0068,8.39,8.08,0.5,1.8,9.07,6.59,0,15.8,0,89.6,,,jus (verre)
823,Jus et nectars,"orange, pur jus",43.7,0.708,"< 0,0954",0,9.39,8.69,"< 0,477",0.63,4.45,9.82,0.0583,38.3,0,88.2,,,jus (verre)
824,Jus et nectars,"pamplemousse (pomelo), jus e base de concentre",36.7,0.507,"< 0,1",0,7.59,7.62,"< 0,5",4.67,10.4,8.14,0.22,32.4,0,89.9,,,jus (verre)
825,Jus et nectars,"pamplemousse (pomelo), jus frais",38.4,0.4,0.05,0.007,8.04,8.04,0.05,5,11,12,0.3,33,0,89.9,,,jus (verre)
826,Jus et nectars,"pamplemousse (pomelo), pur jus",37.5,0.62,"< 0,1",0,8.5,8.5,0.3,2.6,7,8.77,0.175,26,0,88.9,,,jus (verre)
827,Jus et nectars,"poire, nectar",62.5,0.137,0.0367,0.0005,14.8,14.8,0.6,0.86,6.4,3.3,0.28,15.2,0,83.9,,,jus (verre)
828,Jus et nectars,"pomme, jus e base de concentre",42.6,0.07,"< 0,23",0,9.96,9.65,0,3.2,8.33,4.76,0.0824,"< 15,1",0,89,,,jus (verre)
829,Jus et nectars,"pomme, nectar",39,0.1,"< 0,4",0.0509,8.7,8.7,0.3,0,4.9,3.62,0,0,0,90.2,,,jus (verre)
830,Jus et nectars,"pomme, pur jus",42.4,"< 0,1","< 0,1",0.00667,9.95,9.67,"< 0,5",1.55,2.42,3.95,0.35,21,0,88.4,,,jus (verre)
831,Jus et nectars,"raisin, pur jus",68.1,0.18,"< 0,1",0.0267,16.1,15.5,0,1.86,10.8,7.21,0.448,0,0,82.6,,,jus (verre)
832,Jus et nectars,"tomate, pur jus",20.8,0.73,0.0333,0,3.86,3.51,0.467,298,7,11.6,0.43,16.6,0,93.5,,,jus (verre)
833,Laits,"boisson lactee aromatisee e la fraise, au lait partiellement ecreme",52.2,2.2,0.475,0.299,9.82,9.82,0,51,101,9.3,< 1,0.96,0.5,86.9,,,lait
834,Laits,"boisson lactee aromatisee au chocolat, au lait partiellement ecreme, enrichie et/ou restauree en vitamines et/ou mineraux",68.1,3.6,1.07,0.7,10.8,9.55,0.567,42.8,106,18,0.243,0.24,0.455,83.3,,,lait
835,Laits,"lait concentre non sucre, entier",199,7.35,7.53,4.59,25.6,10,0,109,286,25.2,0.103,1.9,1.05,58.1,,,lait
836,Laits,"lait concentre sucre, entier",330,7.7,8.47,5.28,55.9,55.9,0,85.2,290,25.1,0.133,2.73,1.68,26.2,,,lait
837,Laits,"lait de brebis, entier",97.6,5,6.33,3.91,5.27,5.2,0,45.3,187,18,0.0567,5,0.18,82.5,,,lait
838,Laits,"lait de chevre, demi0ecreme, uht",55,3.27,2.8,1.72,4.25,0,0,0,0,0,0,0.198,"< 0,5",88.8,,,lait
839,Laits,"lait de chevre, entier, cru",57.6,3.22,3.2,2.16,4.01,4.01,0,36.6,107,12.9,0.207,0,0,88.7,,,lait
840,Laits,"lait de chevre, entier, uht",64.9,3.15,3.9,2.39,4.35,4.35,0,39.3,117,13,0.0767,1.15,0.085,87.8,,,lait
841,Laits,"lait demi0ecreme, pasteurise",45,3.3,1.54,1,4.56,0,0,43.1,119,47.4,0.05,1,0.01,89.8,,,lait
842,Laits,"lait demi0ecreme, uht",46,3.3,1.53,0.927,4.83,4.6,0,43.1,116.9,12.1,0.0466,1.36,0.01,89.6,,,lait
843,Laits,"lait ecreme, pasteurise",33.4,3.4,0.15,0.0932,4.68,4.68,0,47.5,121,6.03,0.125,1,0,91,,,lait
844,Laits,"lait ecreme, uht",31.5,3.28,0.15,0.11,4.32,4.3,0,41.8,113,10.6,0.05,1.3,0,91,,,lait
845,Laits,"lait en poudre, demi0ecreme",421,29.1,14.6,9.7,43.9,43.9,0,347,1030,97,0.345,4,0.2,3.7,,,lait
846,Laits,"lait en poudre, ecreme",354,35.8,0.749,0.493,51.8,51.8,0,422,1230,115,0.48,8.27,0.0143,3.74,,,lait
847,Laits,"lait en poudre, entier",491,27.7,26.4,16.5,36.2,36.2,0,365,965,86.2,1.23,8.34,3.7,3.7,,,lait
848,Laits,"lait entier, pasteurise",62.9,3.2,3.54,1.46,4.62,0,0,52.2,117,11,0.048,1,0.03,87.8,,,lait
849,Laits,"lait entier, uht",64.6,3.2,3.71,2.3,4.67,0,0,42.2,112,11,0.05,0,0.03,87.7,,,lait
850,Laits,"lait partiellement ecreme, aromatise, uht",68.4,2.9,0.6,0.372,12.9,0,0,41.3,87,16,0.03,0.96,0,83.3,,,lait
851,Legumes,"artichaut, cru",44.4,2.8,0.2,0.043,4.92,1.44,5.43,56.6,39,29.5,0.72,10.3,0,85.2,,,assortiment de legumes
852,Legumes,"artichaut, cuit",43.1,2.9,0.227,0.075,4.84,0.99,5.05,61.5,43.1,41.8,0.647,3.7,0,85.8,,,assortiment de legumes
853,Legumes,"asperge, appertisee, egouttee",23,3.4,0.5,0.107,0.95,0.95,0.533,340,21,10,0.555,16,0,93.6,,,assortiment de legumes
854,Legumes,"asperge, cuite",29.7,2.68,0.32,0.072,3.18,0.81,1.7,8.5,19.9,6.31,0.735,16,0,91.5,,,assortiment de legumes
855,Legumes,"aubergine, cuite",35.2,0.83,0.2,0.0315,6.26,3.2,2.5,158,20.1,15,0.25,1.3,0,89.7,,,aubergine
856,Legumes,"avocat, frais, pulpe",169,1.8,16,2.3,"< 3,13",1.03,5.18,"< 38,8",10.8,27.1,0.51,7.49,0,74,,,avocat
857,Legumes,"bette, cuite",20.6,1.88,0.08,0.012,2.03,1.1,2.1,208,66.9,22.9,2.26,18,0,92.6,,,assortiment de legumes
858,Legumes,"betterave rouge, cuite",43.4,2.3,0.1,0.0223,7.17,6.68,2.3,54.1,18.4,16.3,0.668,5,0,87.2,,,assortiment de legumes
859,Legumes,"brocoli, cuit",28.7,2.1,0.51,0.124,2.82,1.39,2.23,53,55.8,11.5,< 1,37.3,0,91.9,,,assortiment de legumes
860,Legumes,"cardon, cru",21.3,0.6,0.1,0.0105,3.69,1.5,1.6,17.4,58.5,21.3,0.2,4,0,92.9,,,assortiment de legumes
861,Legumes,"carotte, appertisee, egouttee",26.1,0.58,0.33,0.0355,4.21,2.63,1.7,282,21.6,4.88,0.685,1.75,0,92.1,,,assortiment de legumes
862,Legumes,"carotte, crue",36.3,0.803,0.26,0.0592,6.6,4.86,2.17,49,26.2,11.9,0.281,4,0,89.4,,,carotte
863,Legumes,"carotte, cuite",27.7,0.76,0.1,0.023,4.94,3.78,2,93.8,46,10.7,"< 0,1",< 2,0,91.4,,,assortiment de legumes
864,Legumes,"celeri branche, appertise",11.8,0.83,0.0867,0.0186,1.28,0,1.3,360,29.2,8,0,0,0,95,,,assortiment de legumes
865,Legumes,"celeri branche, cru",15.8,1.2,0.2,0.043,1.16,1.11,2.28,109,53.3,9.23,0.29,8,0,94.2,,,assortiment de legumes
866,Legumes,"celeri branche, cuit",13.2,0.83,0.0867,0.023,1.62,1.62,1.3,83.1,53.3,9,0.42,4,0,95.3,,,assortiment de legumes
867,Legumes,"celeri0rave, cru",36.6,1.2,0.3,0.073,5.68,1.44,3.2,269,38.8,13.1,0.419,8,0,88.1,,,assortiment de legumes
868,Legumes,"celeri0rave, cuit",35,0.96,0.86,0,4.56,0.73,2.6,58.2,52.4,15.1,0.32,4.35,0,90.2,,,champignons
869,Legumes,"champignon de paris ou champignon de couche, cru",25,1.8,0.43,0.0675,2.73,0.2,1.33,16.9,28.5,8.61,1.66,1,0,92.9,,,champignons
870,Legumes,"champignon de paris ou champignon de couche, saute",59,2.4,4.27,1.32,0.33,0,4.8,107,16.9,12.7,0.65,1.41,1.18,87,,,champignons
871,Legumes,"champignon de paris, appertise",21.7,2.4,0.394,0.113,0.977,0.2,2.31,310,24.6,6.48,0.9,6.5,0,93.1,,,champignons
872,Legumes,"champignon, tout type, appertise, egoutte",19.8,2.37,0.397,0.044,0.456,0.456,2.28,281,16.3,6.08,0.948,0,0.2,93,,,champignons
873,Legumes,"champignon, tout type, cru",30.2,3.09,1.5,0,0.21,0.21,1.75,11.2,"< 22,8",10.9,0.5,1,0.2,92.6,,,champignons
874,Legumes,"chicoree frisee, crue",12.9,1.2,0.233,0.056,0.95,0.95,1.1,12.5,64.3,19.3,1.05,12,0,95.2,,,assortiment de legumes
875,Legumes,"chou blanc, cru",29.2,1.25,0.2,0.018,4.75,0,1.7,13,50,11.9,0.353,35.5,0,91.5,,,assortiment de legumes
876,Legumes,"chou de bruxelles, appertise, egoutte",38.5,2.6,1,0.09,3.23,0,3.1,272,26.3,12.2,0.7,18,0,88.9,,,assortiment de legumes
877,Legumes,"chou de bruxelles, cuit",41.2,2.55,0.11,0.0273,6.69,1.74,"< 3,2",9.7,36.2,16.9,"< 0,1",58.2,0,87.7,,,assortiment de legumes
878,Legumes,"chou rouge, cru",32.8,1.61,0.2,0.0478,4.99,3.26,2.3,23,49.8,15,0.75,55,0,90.2,,,assortiment de legumes
879,Legumes,"chou rouge, cuit e l'eau",22.5,0.8,0.3,0.0233,2.93,2.93,2.43,71.5,53.7,11.4,0.3,32,0,92.6,,,assortiment de legumes
880,Legumes,"chou vert, cuit",20.3,1.36,0.45,0.006,< 3,2.5,2.4,114,58.5,12.5,0.14,20,0,94.7,,,assortiment de legumes
881,Legumes,"chou0fleur, cru",28.2,2.46,0.31,0.07,2.34,2.21,2.77,8.92,23.8,12.3,0.548,57.9,0,91.1,,,assortiment de legumes
882,Legumes,"chou0fleur, cuit",25.2,1.84,0.295,0.0621,2.79,2.08,2,< 59,19.6,12.5,"< 0,405",18.4,0,92.7,,,assortiment de legumes
883,Legumes,"coeur de palmier, appertise, egoutte",33.1,2.73,0.61,0.13,3.4,0,1.55,740,46.1,12.3,0.36,7.9,0,89.7,,,assortiment de legumes
884,Legumes,"concombre, cru, pulpe",12,0.59,0.19,0.013,1.63,1.38,0.7,4.25,14,12,0.17,3.73,0,97,,,assortiment de legumes
885,Legumes,"courgette, pulpe et peau, crue",20,1.34,0.273,0.0473,2.49,1.9,1.13,2.84,18.4,26,0.77,21,0,94.1,,,assortiment de legumes
886,Legumes,"courgette, pulpe et peau, cuite",19.2,1.14,0.29,0.072,2.34,1.71,1.35,< 185,20.3,21.8,"< 0,496",6.95,0,94.1,,,assortiment de legumes
887,Legumes,"cresson de fontaine, cru",21.2,1.6,0.3,0.111,2.09,0.3,1.89,39.7,130,19.8,2.15,56.5,0,93.1,,,assortiment de legumes
888,Legumes,"echalote, crue",76.1,1.9,0.15,0.017,15.9,3.2,1.8,11,31,16.5,0.95,9,0,79.4,,,assortiment de legumes
889,Legumes,"endive, crue",17.4,1.03,0.2,0.0527,2.37,1.72,1,2.49,23.2,11.8,0.158,3.25,0,95,,,assortiment de legumes
890,Legumes,"endive, cuite",17.9,0.6,0.3,0,2.7,0,1,120,42.2,12,0.4,1,0,94.8,,,assortiment de legumes
891,Legumes,"epinard, cru",34.5,2.7,0.425,0.0656,3.2,0.53,3.55,70,98.2,69.2,3.42,39.3,0,91.5,,,assortiment de legumes
892,Legumes,"epinard, cuit",26.8,2.97,0.14,0.0366,1.87,0.43,3.07,90.7,141,53,2.14,5.05,0,90.7,,,assortiment de legumes
893,Legumes,"fenouil, cru",21.2,0.9,0.2,0,3.01,1.7,1.9,11,24,8,0.3,5,0,93,,,assortiment de legumes
894,Legumes,"fenouil, cuit e l'eau",15.5,1.13,"< 0,1","< 0,028",1.63,0.5,2,125,43.7,10.8,0.2,1.6,0,94.4,,,assortiment de legumes
895,Legumes,"haricot beurre, appertise, egoutte",23.6,1.48,0.127,0.0345,2.8,1.25,2.65,273,42.9,15.2,0.74,5.97,0,92.1,,,haricot
896,Legumes,"haricot mungo germe ou pousse de ""soja"", appertise, egoutte",28.4,1.6,0.22,0.016,3.5,0.4,2.7,226,41.2,8.63,0.448,1,0,91.7,,,haricot
897,Legumes,"haricot mungo germe ou pousse de ""soja"", frais",44.4,3.81,0.52,0.0793,5.16,3.38,1.2,24.7,44.2,38,1.34,14.2,0,88.9,,,haricot
898,Legumes,"haricot vert, appertise, egoutte",23.9,1.35,0.1,0.0318,2.75,0.86,3.1,281,48.1,16.7,2.15,3.45,0,91.6,,,haricot
899,Legumes,"haricot vert, cuit",33.3,1.35,0.155,0.0491,5.08,2.26,3.07,144,56.3,22.4,0.569,8,0,89.7,,,haricot
900,Legumes,"haricot vert, surgele, cuit",32,1.7,0.1,0.0303,4.43,1.14,3.3,8,56,17,0.6,7,0,90,,,laitue
901,Legumes,"laitue romaine, crue",18.2,1,0.6,0.0395,1.28,1.19,1.83,1,21,6,0.6,5,0,94.7,,,laitue
902,Legumes,"laitue, crue",13.6,1.34,0.2,0.0363,1.39,0.63,"< 0,5",13.2,44.7,12.5,0.357,3.67,0,95.8,,,laitue
903,Legumes,"laitue, cuite",12.2,1.2,0.14,0,0,0,3.07,0,0,0,0,0,0,95,,,laitue
904,Legumes,"legumes, melange surgele",127,3.33,5.55,1.66,13.5,4,4.7,53,25.5,24,0.95,10.4,0,71.3,,,assortiment de legumes
905,Legumes,"macedoine de legumes, appertisee, egouttee",47.6,1.9,0.8,0.051,6.71,2.41,3,358,35.5,11.1,1,1,0,86.7,,,assortiment de legumes
906,Legumes,"mâche, crue",20.9,2.02,0.395,0.0725,1.25,0,2.12,7.12,90.7,29.1,1.9,8.85,0,93.2,,,laitue
907,Legumes,"maïs doux, appertise, egoutte",103,2.95,1.39,0.164,17.8,3.54,3.92,235,"< 5,47",24.8,0.385,3.1,0,72.9,,,mais
908,Legumes,"maïs doux, en epis, cuit",99.9,3.41,1.5,0.197,16.4,4.77,3.56,1,3,26,0.45,7,0,74.5,,,assortiment de legumes
909,Legumes,"navet, cuit",21.4,0.71,0.2,0.008,3.1,2.99,2.2,11.3,37.7,8.68,0.123,7.8,0,93.2,,,assortiment de legumes
910,Legumes,"navet, pele, cru",21.1,0.945,0.26,0.0055,2.39,2.19,2.7,33.8,38.7,9.72,0.258,18.5,0,93,,,assortiment de legumes
911,Legumes,"oignon, cru",43.2,1.25,0.585,0.0443,7.37,5.35,1.42,< 39,31,9.16,0.143,6,0,88.7,,,assortiment de legumes
912,Legumes,"oignon, cuit",30.2,1.04,0.2,0.0235,5.36,3.82,1.4,6.4,28.9,12.8,0.21,2.55,0,91.5,,,assortiment de legumes
913,Legumes,"oseille, crue",21.3,2,0.7,0,0.3,0,2.9,4,44,103,2.4,48,0,93,,,assortiment de legumes
914,Legumes,"oseille, cuite e l'eau",21.7,1.83,0.14,0.0254,2.93,2.8,0.7,3,38,89,2.08,26.3,0,93.6,,,assortiment de legumes
